Meter ID         ,Date / Time           ,KW(ch: 1  set:1)    ,KVA(ch: 2  set:1)   ,PF(1(ch: 2  set:1)  
01E002992787     ,2/3/22 05:15          ,124           ,124.4         ,1             
01E002992787     ,2/3/22 05:30          ,61.12         ,61.76         ,0.99          
01E002992787     ,2/3/22 05:45          ,59.04         ,59.44         ,0.99          
01E002992787     ,2/3/22 06:00          ,60.4          ,60.8          ,0.99          
01E002992787     ,2/3/22 06:15          ,58.08         ,58.32         ,1             
01E002992787     ,2/3/22 06:30          ,118.32        ,118.4         ,1             
01E002992787     ,2/3/22 06:45          ,144.56        ,144.72        ,1             
01E002992787     ,2/3/22 07:00          ,144.08        ,144.16        ,1             
01E002992787     ,2/3/22 07:15          ,80.4          ,80.48         ,1             
01E002992787     ,2/3/22 07:30          ,71.28         ,71.44         ,1             
01E002992787     ,2/3/22 07:45          ,70.32         ,70.56         ,1             
01E002992787     ,2/3/22 08:00          ,69.68         ,69.84         ,1             
01E002992787     ,2/3/22 08:15          ,67.76         ,67.92         ,1             
01E002992787     ,2/3/22 08:30          ,68.56         ,68.8          ,1             
01E002992787     ,2/3/22 08:45          ,74.4          ,74.56         ,1             
01E002992787     ,2/3/22 09:00          ,144.32        ,144.4         ,1             
01E002992787     ,2/3/22 09:15          ,147.12        ,147.36        ,1             
01E002992787     ,2/3/22 09:30          ,135.2         ,135.28        ,1             
01E002992787     ,2/3/22 09:45          ,71.52         ,71.6          ,1             
01E002992787     ,2/3/22 10:00          ,69.68         ,69.84         ,1             
01E002992787     ,2/3/22 10:15          ,74.88         ,75.2          ,1             
01E002992787     ,2/3/22 10:30          ,72.24         ,72.4          ,1             
01E002992787     ,2/3/22 10:45          ,72.16         ,72.32         ,1             
01E002992787     ,2/3/22 11:00          ,72.4          ,72.56         ,1             
01E002992787     ,2/3/22 11:15          ,73.52         ,73.6          ,1             
01E002992787     ,2/3/22 11:30          ,71.28         ,71.52         ,1             
01E002992787     ,2/3/22 11:45          ,73.36         ,73.44         ,1             
01E002992787     ,2/3/22 12:00          ,74.72         ,74.88         ,1             
01E002992787     ,2/3/22 12:15          ,74.48         ,74.64         ,1             
01E002992787     ,2/3/22 12:30          ,74.4          ,74.64         ,1             
01E002992787     ,2/3/22 12:45          ,77.84         ,78            ,1             
01E002992787     ,2/3/22 13:00          ,78.8          ,78.88         ,1             
01E002992787     ,2/3/22 13:15          ,78.08         ,78.32         ,1             
01E002992787     ,2/3/22 13:30          ,77.28         ,77.36         ,1             
01E002992787     ,2/3/22 13:45          ,79.04         ,79.28         ,1             
01E002992787     ,2/3/22 14:00          ,76.8          ,77.04         ,1             
01E002992787     ,2/3/22 14:15          ,77.68         ,77.84         ,1             
01E002992787     ,2/3/22 14:30          ,80.24         ,80.56         ,1             
01E002992787     ,2/3/22 14:45          ,82.56         ,82.72         ,1             
01E002992787     ,2/3/22 15:00          ,83.52         ,83.76         ,1             
01E002992787     ,2/3/22 15:15          ,82.08         ,82.56         ,0.99          
01E002992787     ,2/3/22 15:30          ,81.52         ,81.84         ,1             
01E002992787     ,2/3/22 15:45          ,81.36         ,81.6          ,1             
01E002992787     ,2/3/22 16:00          ,84.08         ,84.64         ,0.99          
01E002992787     ,2/3/22 16:15          ,82.48         ,82.72         ,1             
01E002992787     ,2/3/22 16:30          ,80.4          ,80.64         ,1             
01E002992787     ,2/3/22 16:45          ,80.4          ,80.72         ,1             
01E002992787     ,2/3/22 17:00          ,87.36         ,87.84         ,0.99          
01E002992787     ,2/3/22 17:15          ,83.28         ,83.6          ,1             
01E002992787     ,2/3/22 17:30          ,84.24         ,84.64         ,1             
01E002992787     ,2/3/22 17:45          ,83.52         ,83.92         ,1             
01E002992787     ,2/3/22 18:00          ,80.32         ,80.56         ,1             
01E002992787     ,2/3/22 18:15          ,85.68         ,86.16         ,0.99          
01E002992787     ,2/3/22 18:30          ,87.6          ,88.48         ,0.99          
01E002992787     ,2/3/22 18:45          ,80.64         ,80.88         ,1             
01E002992787     ,2/3/22 19:00          ,82.96         ,83.2          ,1             
01E002992787     ,2/3/22 19:15          ,83.2          ,83.36         ,1             
01E002992787     ,2/3/22 19:30          ,82.48         ,82.96         ,0.99          
01E002992787     ,2/3/22 19:45          ,79.12         ,79.44         ,1             
01E002992787     ,2/3/22 20:00          ,80.72         ,80.88         ,1             
01E002992787     ,2/3/22 20:15          ,78.24         ,78.4          ,1             
01E002992787     ,2/3/22 20:30          ,82.96         ,83.12         ,1             
01E002992787     ,2/3/22 20:45          ,79.6          ,79.92         ,1             
01E002992787     ,2/3/22 21:00          ,79.44         ,79.68         ,1             
01E002992787     ,2/3/22 21:15          ,79.52         ,79.76         ,1             
01E002992787     ,2/3/22 21:30          ,73.28         ,73.36         ,1             
01E002992787     ,2/3/22 21:45          ,79.2          ,79.44         ,1             
01E002992787     ,2/3/22 22:00          ,93.44         ,93.76         ,1             
01E002992787     ,2/3/22 22:15          ,86.24         ,86.56         ,1             
01E002992787     ,2/3/22 22:30          ,83.84         ,84.16         ,1             
01E002992787     ,2/3/22 22:45          ,81.2          ,81.68         ,0.99          
01E002992787     ,2/3/22 23:00          ,78.56         ,78.8          ,1             
01E002992787     ,2/3/22 23:15          ,69.04         ,69.44         ,0.99          
01E002992787     ,2/3/22 23:30          ,68.8          ,69.2          ,0.99          
01E002992787     ,2/3/22 23:45          ,66.24         ,66.48         ,1             
01E002992787     ,2/4/22 00:00          ,66.8          ,66.88         ,1             
01E002992787     ,2/4/22 00:15          ,64            ,64.16         ,1             
01E002992787     ,2/4/22 00:30          ,62.72         ,62.88         ,1             
01E002992787     ,2/4/22 00:45          ,65.68         ,66            ,1             
01E002992787     ,2/4/22 01:00          ,67.92         ,68.16         ,1             
01E002992787     ,2/4/22 01:15          ,66.4          ,66.72         ,1             
01E002992787     ,2/4/22 01:30          ,66.08         ,66.48         ,0.99          
01E002992787     ,2/4/22 01:45          ,66.64         ,67.12         ,0.99          
01E002992787     ,2/4/22 02:00          ,70.4          ,70.88         ,0.99          
01E002992787     ,2/4/22 02:15          ,65.52         ,65.92         ,0.99          
01E002992787     ,2/4/22 02:30          ,65.04         ,65.36         ,1             
01E002992787     ,2/4/22 02:45          ,66.16         ,66.48         ,1             
01E002992787     ,2/4/22 03:00          ,66.8          ,67.28         ,0.99          
01E002992787     ,2/4/22 03:15          ,64.88         ,65.2          ,1             
01E002992787     ,2/4/22 03:30          ,64.64         ,65.04         ,0.99          
01E002992787     ,2/4/22 03:45          ,62.8          ,63.04         ,1             
01E002992787     ,2/4/22 04:00          ,65.12         ,65.44         ,1             
01E002992787     ,2/4/22 04:15          ,63.76         ,63.92         ,1             
01E002992787     ,2/4/22 04:30          ,64.16         ,64.4          ,1             
01E002992787     ,2/4/22 04:45          ,66.4          ,66.72         ,1             
01E002992787     ,2/4/22 05:00          ,69.68         ,70.16         ,0.99          
01E002992787     ,2/4/22 05:15          ,72.4          ,73.2          ,0.99          
01E002992787     ,2/4/22 05:30          ,72.4          ,73.2          ,0.99          
01E002992787     ,2/4/22 05:45          ,71.28         ,72            ,0.99          
01E002992787     ,2/4/22 06:00          ,74.72         ,75.36         ,0.99          
01E002992787     ,2/4/22 06:15          ,71.28         ,71.76         ,0.99          
01E002992787     ,2/4/22 06:30          ,80.16         ,80.56         ,1             
01E002992787     ,2/4/22 06:45          ,82            ,82.32         ,1             
01E002992787     ,2/4/22 07:00          ,83.76         ,84.16         ,1             
01E002992787     ,2/4/22 07:15          ,82.08         ,82.4          ,1             
01E002992787     ,2/4/22 07:30          ,82            ,82.48         ,0.99          
01E002992787     ,2/4/22 07:45          ,83.28         ,83.76         ,0.99          
01E002992787     ,2/4/22 08:00          ,78.88         ,79.2          ,1             
01E002992787     ,2/4/22 08:15          ,76.24         ,76.48         ,1             
01E002992787     ,2/4/22 08:30          ,75.28         ,75.44         ,1             
01E002992787     ,2/4/22 08:45          ,78.8          ,79.2          ,0.99          
01E002992787     ,2/4/22 09:00          ,80.8          ,80.96         ,1             
01E002992787     ,2/4/22 09:15          ,76.48         ,76.72         ,1             
01E002992787     ,2/4/22 09:30          ,78.48         ,78.72         ,1             
01E002992787     ,2/4/22 09:45          ,83.52         ,84            ,0.99          
01E002992787     ,2/4/22 10:00          ,88.16         ,88.8          ,0.99          
01E002992787     ,2/4/22 10:15          ,85.68         ,86.24         ,0.99          
01E002992787     ,2/4/22 10:30          ,84.88         ,85.52         ,0.99          
01E002992787     ,2/4/22 10:45          ,87.36         ,88            ,0.99          
01E002992787     ,2/4/22 11:00          ,83.28         ,83.76         ,0.99          
01E002992787     ,2/4/22 11:15          ,82.08         ,82.56         ,0.99          
01E002992787     ,2/4/22 11:30          ,81.52         ,81.68         ,1             
01E002992787     ,2/4/22 11:45          ,83.36         ,83.68         ,1             
01E002992787     ,2/4/22 12:00          ,85.6          ,86            ,1             
01E002992787     ,2/4/22 12:15          ,81.36         ,81.6          ,1             
01E002992787     ,2/4/22 12:30          ,81.28         ,81.6          ,1             
01E002992787     ,2/4/22 12:45          ,78            ,78.16         ,1             
01E002992787     ,2/4/22 13:00          ,78.8          ,78.88         ,1             
01E002992787     ,2/4/22 13:15          ,78.8          ,78.96         ,1             
01E002992787     ,2/4/22 13:30          ,77.52         ,77.68         ,1             
01E002992787     ,2/4/22 13:45          ,81.04         ,81.12         ,1             
01E002992787     ,2/4/22 14:00          ,78.72         ,78.88         ,1             
01E002992787     ,2/4/22 14:15          ,79.84         ,80.08         ,1             
01E002992787     ,2/4/22 14:30          ,84.96         ,85.28         ,1             
01E002992787     ,2/4/22 14:45          ,86.24         ,86.4          ,1             
01E002992787     ,2/4/22 15:00          ,87.28         ,87.6          ,1             
01E002992787     ,2/4/22 15:15          ,87.36         ,87.76         ,1             
01E002992787     ,2/4/22 15:30          ,89.68         ,90            ,1             
01E002992787     ,2/4/22 15:45          ,89.36         ,89.76         ,1             
01E002992787     ,2/4/22 16:00          ,92.16         ,92.64         ,0.99          
01E002992787     ,2/4/22 16:15          ,97.12         ,97.84         ,0.99          
01E002992787     ,2/4/22 16:30          ,97.44         ,98            ,0.99          
01E002992787     ,2/4/22 16:45          ,92.32         ,92.64         ,1             
01E002992787     ,2/4/22 17:00          ,94.08         ,94.56         ,0.99          
01E002992787     ,2/4/22 17:15          ,91.28         ,91.52         ,1             
01E002992787     ,2/4/22 17:30          ,92            ,92.32         ,1             
01E002992787     ,2/4/22 17:45          ,90.08         ,90.4          ,1             
01E002992787     ,2/4/22 18:00          ,88.16         ,88.4          ,1             
01E002992787     ,2/4/22 18:15          ,88.96         ,89.2          ,1             
01E002992787     ,2/4/22 18:30          ,89.92         ,90.16         ,1             
01E002992787     ,2/4/22 18:45          ,87.2          ,87.44         ,1             
01E002992787     ,2/4/22 19:00          ,87.76         ,87.92         ,1             
01E002992787     ,2/4/22 19:15          ,94.16         ,94.48         ,1             
01E002992787     ,2/4/22 19:30          ,95.36         ,95.84         ,0.99          
01E002992787     ,2/4/22 19:45          ,93.84         ,94.24         ,1             
01E002992787     ,2/4/22 20:00          ,95.84         ,96.16         ,1             
01E002992787     ,2/4/22 20:15          ,98.64         ,99.36         ,0.99          
01E002992787     ,2/4/22 20:30          ,90.48         ,90.72         ,1             
01E002992787     ,2/4/22 20:45          ,92.56         ,92.96         ,1             
01E002992787     ,2/4/22 21:00          ,96.8          ,97.36         ,0.99          
01E002992787     ,2/4/22 21:15          ,99.52         ,100.16        ,0.99          
01E002992787     ,2/4/22 21:30          ,96.4          ,96.96         ,0.99          
01E002992787     ,2/4/22 21:45          ,91.52         ,91.76         ,1             
01E002992787     ,2/4/22 22:00          ,89.6          ,89.92         ,1             
01E002992787     ,2/4/22 22:15          ,86.16         ,86.24         ,1             
01E002992787     ,2/4/22 22:30          ,87.36         ,87.6          ,1             
01E002992787     ,2/4/22 22:45          ,85.04         ,85.28         ,1             
01E002992787     ,2/4/22 23:00          ,83.44         ,83.52         ,1             
01E002992787     ,2/4/22 23:15          ,74.88         ,75.28         ,0.99          
01E002992787     ,2/4/22 23:30          ,81.12         ,81.76         ,0.99          
01E002992787     ,2/4/22 23:45          ,80.72         ,81.28         ,0.99          
01E002992787     ,2/5/22 00:00          ,77.28         ,77.76         ,0.99          
01E002992787     ,2/5/22 00:15          ,77.04         ,77.52         ,0.99          
01E002992787     ,2/5/22 00:30          ,77.84         ,78.4          ,0.99          
01E002992787     ,2/5/22 00:45          ,79.12         ,79.76         ,0.99          
01E002992787     ,2/5/22 01:00          ,79.68         ,80.4          ,0.99          
01E002992787     ,2/5/22 01:15          ,80.32         ,80.64         ,1             
01E002992787     ,2/5/22 01:30          ,81.44         ,81.92         ,0.99          
01E002992787     ,2/5/22 01:45          ,77.68         ,78.32         ,0.99          
01E002992787     ,2/5/22 02:00          ,75.12         ,75.76         ,0.99          
01E002992787     ,2/5/22 02:15          ,74.56         ,75.28         ,0.99          
01E002992787     ,2/5/22 02:30          ,69.68         ,70            ,1             
01E002992787     ,2/5/22 02:45          ,71.12         ,71.6          ,0.99          
01E002992787     ,2/5/22 03:00          ,70.64         ,71.12         ,0.99          
01E002992787     ,2/5/22 03:15          ,70.8          ,71.28         ,0.99          
01E002992787     ,2/5/22 03:30          ,61.36         ,61.6          ,1             
01E002992787     ,2/5/22 03:45          ,65.12         ,65.52         ,0.99          
01E002992787     ,2/5/22 04:00          ,62.24         ,62.72         ,0.99          
01E002992787     ,2/5/22 04:15          ,63.6          ,64            ,0.99          
01E002992787     ,2/5/22 04:30          ,66.96         ,67.6          ,0.99          
01E002992787     ,2/5/22 04:45          ,68.24         ,69.12         ,0.99          
01E002992787     ,2/5/22 05:00          ,67.44         ,68.16         ,0.99          
01E002992787     ,2/5/22 05:15          ,64.24         ,64.72         ,0.99          
01E002992787     ,2/5/22 05:30          ,72.32         ,74            ,0.98          
01E002992787     ,2/5/22 05:45          ,95.84         ,96.56         ,0.99          
01E002992787     ,2/5/22 06:00          ,140.64        ,141.04        ,1             
01E002992787     ,2/5/22 06:15          ,145.36        ,145.68        ,1             
01E002992787     ,2/5/22 06:30          ,158.4         ,158.8         ,1             
01E002992787     ,2/5/22 06:45          ,154.08        ,154.32        ,1             
01E002992787     ,2/5/22 07:00          ,160           ,160.56        ,1             
01E002992787     ,2/5/22 07:15          ,151.52        ,151.76        ,1             
01E002992787     ,2/5/22 07:30          ,82.16         ,82.64         ,0.99          
01E002992787     ,2/5/22 07:45          ,83.12         ,84            ,0.99          
01E002992787     ,2/5/22 08:00          ,84.4          ,85.04         ,0.99          
01E002992787     ,2/5/22 08:15          ,152.88        ,153.2         ,1             
01E002992787     ,2/5/22 08:30          ,155.44        ,156.08        ,1             
01E002992787     ,2/5/22 08:45          ,157.6         ,158.16        ,1             
01E002992787     ,2/5/22 09:00          ,153.2         ,153.6         ,1             
01E002992787     ,2/5/22 09:15          ,153.68        ,154.16        ,1             
01E002992787     ,2/5/22 09:30          ,154.56        ,155.04        ,1             
01E002992787     ,2/5/22 09:45          ,153.44        ,153.76        ,1             
01E002992787     ,2/5/22 10:00          ,156.08        ,156.56        ,1             
01E002992787     ,2/5/22 10:15          ,119.44        ,119.84        ,1             
01E002992787     ,2/5/22 10:30          ,76.48         ,76.96         ,0.99          
01E002992787     ,2/5/22 10:45          ,77.92         ,78.56         ,0.99          
01E002992787     ,2/5/22 11:00          ,74.08         ,74.56         ,0.99          
01E002992787     ,2/5/22 11:15          ,122.16        ,122.64        ,1             
01E002992787     ,2/5/22 11:30          ,149.84        ,150.16        ,1             
01E002992787     ,2/5/22 11:45          ,148.64        ,148.8         ,1             
01E002992787     ,2/5/22 12:00          ,153.12        ,153.52        ,1             
01E002992787     ,2/5/22 12:15          ,155.76        ,156.08        ,1             
01E002992787     ,2/5/22 12:30          ,141.76        ,142.4         ,1             
01E002992787     ,2/5/22 12:45          ,75.76         ,76.64         ,0.99          
01E002992787     ,2/5/22 13:00          ,77.52         ,78.48         ,0.99          
01E002992787     ,2/5/22 13:15          ,74.48         ,75.2          ,0.99          
01E002992787     ,2/5/22 13:30          ,85.6          ,86.08         ,0.99          
01E002992787     ,2/5/22 13:45          ,151.04        ,151.44        ,1             
01E002992787     ,2/5/22 14:00          ,150.8         ,151.28        ,1             
01E002992787     ,2/5/22 14:15          ,147.2         ,147.52        ,1             
01E002992787     ,2/5/22 14:30          ,122.4         ,122.72        ,1             
01E002992787     ,2/5/22 14:45          ,71.36         ,71.92         ,0.99          
01E002992787     ,2/5/22 15:00          ,71.04         ,71.6          ,0.99          
01E002992787     ,2/5/22 15:15          ,69.28         ,69.6          ,1             
01E002992787     ,2/5/22 15:30          ,73.28         ,73.92         ,0.99          
01E002992787     ,2/5/22 15:45          ,76.4          ,77.04         ,0.99          
01E002992787     ,2/5/22 16:00          ,111.92        ,112.56        ,0.99          
01E002992787     ,2/5/22 16:15          ,146.4         ,146.56        ,1             
01E002992787     ,2/5/22 16:30          ,146.8         ,147.04        ,1             
01E002992787     ,2/5/22 16:45          ,147.52        ,148           ,1             
01E002992787     ,2/5/22 17:00          ,77.6          ,78.48         ,0.99          
01E002992787     ,2/5/22 17:15          ,72.56         ,73.12         ,0.99          
01E002992787     ,2/5/22 17:30          ,75.6          ,76.24         ,0.99          
01E002992787     ,2/5/22 17:45          ,71.44         ,71.84         ,0.99          
01E002992787     ,2/5/22 18:00          ,75.6          ,76.32         ,0.99          
01E002992787     ,2/5/22 18:15          ,115.92        ,116.56        ,0.99          
01E002992787     ,2/5/22 18:30          ,151.68        ,152.16        ,1             
01E002992787     ,2/5/22 18:45          ,152.16        ,152.4         ,1             
01E002992787     ,2/5/22 19:00          ,157.6         ,158.08        ,1             
01E002992787     ,2/5/22 19:15          ,154.64        ,155.04        ,1             
01E002992787     ,2/5/22 19:30          ,134.56        ,134.88        ,1             
01E002992787     ,2/5/22 19:45          ,76.16         ,76.64         ,0.99          
01E002992787     ,2/5/22 20:00          ,76.48         ,76.8          ,1             
01E002992787     ,2/5/22 20:15          ,79.12         ,79.6          ,0.99          
01E002992787     ,2/5/22 20:30          ,76.64         ,76.96         ,1             
01E002992787     ,2/5/22 20:45          ,103.52        ,104           ,1             
01E002992787     ,2/5/22 21:00          ,155.44        ,155.76        ,1             
01E002992787     ,2/5/22 21:15          ,152.64        ,152.96        ,1             
01E002992787     ,2/5/22 21:30          ,156.96        ,157.36        ,1             
01E002992787     ,2/5/22 21:45          ,154.96        ,155.28        ,1             
01E002992787     ,2/5/22 22:00          ,158.8         ,159.12        ,1             
01E002992787     ,2/5/22 22:15          ,152.88        ,153.12        ,1             
01E002992787     ,2/5/22 22:30          ,105.92        ,106.16        ,1             
01E002992787     ,2/5/22 22:45          ,77.92         ,78.48         ,0.99          
01E002992787     ,2/5/22 23:00          ,75.76         ,76.08         ,1             
01E002992787     ,2/5/22 23:15          ,70            ,70.88         ,0.99          
01E002992787     ,2/5/22 23:30          ,72.8          ,73.52         ,0.99          
01E002992787     ,2/5/22 23:45          ,146.24        ,146.8         ,1             
01E002992787     ,2/6/22 00:00          ,141.2         ,141.44        ,1             
01E002992787     ,2/6/22 00:15          ,142.08        ,142.48        ,1             
01E002992787     ,2/6/22 00:30          ,140.32        ,140.48        ,1             
01E002992787     ,2/6/22 00:45          ,140.16        ,140.32        ,1             
01E002992787     ,2/6/22 01:00          ,127.28        ,127.68        ,1             
01E002992787     ,2/6/22 01:15          ,69.36         ,69.76         ,0.99          
01E002992787     ,2/6/22 01:30          ,69.92         ,70.56         ,0.99          
01E002992787     ,2/6/22 01:45          ,85.12         ,85.92         ,0.99          
01E002992787     ,2/6/22 02:00          ,150.24        ,150.88        ,1             
01E002992787     ,2/6/22 02:15          ,145.28        ,145.68        ,1             
01E002992787     ,2/6/22 02:30          ,140.64        ,140.96        ,1             
01E002992787     ,2/6/22 02:45          ,148           ,148.56        ,1             
01E002992787     ,2/6/22 03:00          ,147.68        ,148           ,1             
01E002992787     ,2/6/22 03:15          ,147.12        ,147.52        ,1             
01E002992787     ,2/6/22 03:30          ,147.36        ,147.76        ,1             
01E002992787     ,2/6/22 03:45          ,148.72        ,149.44        ,1             
01E002992787     ,2/6/22 04:00          ,148.16        ,148.72        ,1             
01E002992787     ,2/6/22 04:15          ,152.56        ,153.28        ,1             
01E002992787     ,2/6/22 04:30          ,154.72        ,155.52        ,0.99          
01E002992787     ,2/6/22 04:45          ,146.32        ,146.8         ,1             
01E002992787     ,2/6/22 05:00          ,144.64        ,144.96        ,1             
01E002992787     ,2/6/22 05:15          ,144.64        ,145.2         ,1             
01E002992787     ,2/6/22 05:30          ,143.2         ,143.52        ,1             
01E002992787     ,2/6/22 05:45          ,143.92        ,144.32        ,1             
01E002992787     ,2/6/22 06:00          ,147.44        ,147.84        ,1             
01E002992787     ,2/6/22 06:15          ,145.52        ,146.08        ,1             
01E002992787     ,2/6/22 06:30          ,154.48        ,154.72        ,1             
01E002992787     ,2/6/22 06:45          ,157.36        ,157.76        ,1             
01E002992787     ,2/6/22 07:00          ,162.56        ,163.12        ,1             
01E002992787     ,2/6/22 07:15          ,155.68        ,155.92        ,1             
01E002992787     ,2/6/22 07:30          ,156.48        ,156.96        ,1             
01E002992787     ,2/6/22 07:45          ,156.56        ,156.8         ,1             
01E002992787     ,2/6/22 08:00          ,157.44        ,157.76        ,1             
01E002992787     ,2/6/22 08:15          ,150.24        ,150.48        ,1             
01E002992787     ,2/6/22 08:30          ,148.8         ,149.12        ,1             
01E002992787     ,2/6/22 08:45          ,159.36        ,160           ,1             
01E002992787     ,2/6/22 09:00          ,154.08        ,154.32        ,1             
01E002992787     ,2/6/22 09:15          ,156.16        ,156.64        ,1             
01E002992787     ,2/6/22 09:30          ,151.12        ,151.6         ,1             
01E002992787     ,2/6/22 09:45          ,147.6         ,147.92        ,1             
01E002992787     ,2/6/22 10:00          ,152.16        ,152.4         ,1             
01E002992787     ,2/6/22 10:15          ,154.08        ,154.32        ,1             
01E002992787     ,2/6/22 10:30          ,150.48        ,150.72        ,1             
01E002992787     ,2/6/22 10:45          ,116.88        ,117.68        ,0.99          
01E002992787     ,2/6/22 11:00          ,73.84         ,74.48         ,0.99          
01E002992787     ,2/6/22 11:15          ,82            ,83.12         ,0.99          
01E002992787     ,2/6/22 11:30          ,144.24        ,144.72        ,1             
01E002992787     ,2/6/22 11:45          ,152.48        ,152.96        ,1             
01E002992787     ,2/6/22 12:00          ,153.12        ,153.6         ,1             
01E002992787     ,2/6/22 12:15          ,150.72        ,150.96        ,1             
01E002992787     ,2/6/22 12:30          ,151.52        ,151.84        ,1             
01E002992787     ,2/6/22 12:45          ,152.4         ,152.64        ,1             
01E002992787     ,2/6/22 13:00          ,152.96        ,153.36        ,1             
01E002992787     ,2/6/22 13:15          ,152.08        ,152.4         ,1             
01E002992787     ,2/6/22 13:30          ,151.68        ,152           ,1             
01E002992787     ,2/6/22 13:45          ,151.44        ,151.84        ,1             
01E002992787     ,2/6/22 14:00          ,151.68        ,152.08        ,1             
01E002992787     ,2/6/22 14:15          ,151.04        ,151.28        ,1             
01E002992787     ,2/6/22 14:30          ,151.2         ,151.52        ,1             
01E002992787     ,2/6/22 14:45          ,147.84        ,148.08        ,1             
01E002992787     ,2/6/22 15:00          ,81.36         ,81.76         ,1             
01E002992787     ,2/6/22 15:15          ,77.44         ,78.08         ,0.99          
01E002992787     ,2/6/22 15:30          ,97.44         ,98.16         ,0.99          
01E002992787     ,2/6/22 15:45          ,148.72        ,148.96        ,1             
01E002992787     ,2/6/22 16:00          ,154.96        ,155.52        ,1             
01E002992787     ,2/6/22 16:15          ,151.52        ,152           ,1             
01E002992787     ,2/6/22 16:30          ,150.4         ,150.72        ,1             
01E002992787     ,2/6/22 16:45          ,153.28        ,153.76        ,1             
01E002992787     ,2/6/22 17:00          ,147.28        ,147.44        ,1             
01E002992787     ,2/6/22 17:15          ,148.88        ,149.12        ,1             
01E002992787     ,2/6/22 17:30          ,154.48        ,154.72        ,1             
01E002992787     ,2/6/22 17:45          ,150.88        ,151.04        ,1             
01E002992787     ,2/6/22 18:00          ,84.88         ,85.52         ,0.99          
01E002992787     ,2/6/22 18:15          ,79.04         ,79.76         ,0.99          
01E002992787     ,2/6/22 18:30          ,80.72         ,81.28         ,0.99          
01E002992787     ,2/6/22 18:45          ,150.72        ,150.96        ,1             
01E002992787     ,2/6/22 19:00          ,147.68        ,147.84        ,1             
01E002992787     ,2/6/22 19:15          ,149.44        ,149.6         ,1             
01E002992787     ,2/6/22 19:30          ,148.72        ,148.96        ,1             
01E002992787     ,2/6/22 19:45          ,153.52        ,153.68        ,1             
01E002992787     ,2/6/22 20:00          ,156.4         ,156.8         ,1             
01E002992787     ,2/6/22 20:15          ,154.64        ,154.96        ,1             
01E002992787     ,2/6/22 20:30          ,151.6         ,151.92        ,1             
01E002992787     ,2/6/22 20:45          ,125.04        ,125.44        ,1             
01E002992787     ,2/6/22 21:00          ,85.36         ,86.4          ,0.99          
01E002992787     ,2/6/22 21:15          ,80.64         ,81.28         ,0.99          
01E002992787     ,2/6/22 21:30          ,147.04        ,147.36        ,1             
01E002992787     ,2/6/22 21:45          ,154.64        ,154.96        ,1             
01E002992787     ,2/6/22 22:00          ,147.04        ,147.28        ,1             
01E002992787     ,2/6/22 22:15          ,153.92        ,154.16        ,1             
01E002992787     ,2/6/22 22:30          ,153.2         ,153.52        ,1             
01E002992787     ,2/6/22 22:45          ,157.44        ,157.84        ,1             
01E002992787     ,2/6/22 23:00          ,158.32        ,158.72        ,1             
01E002992787     ,2/6/22 23:15          ,141.44        ,141.92        ,1             
01E002992787     ,2/6/22 23:30          ,139.44        ,139.84        ,1             
01E002992787     ,2/6/22 23:45          ,112.72        ,113.28        ,1             
01E002992787     ,2/7/22 00:00          ,66.96         ,67.84         ,0.99          
01E002992787     ,2/7/22 00:15          ,63.84         ,64.48         ,0.99          
01E002992787     ,2/7/22 00:30          ,95.68         ,96.56         ,0.99          
01E002992787     ,2/7/22 00:45          ,141.04        ,141.44        ,1             
01E002992787     ,2/7/22 01:00          ,148.48        ,149.36        ,0.99          
01E002992787     ,2/7/22 01:15          ,148.4         ,148.96        ,1             
01E002992787     ,2/7/22 01:30          ,143.68        ,144           ,1             
01E002992787     ,2/7/22 01:45          ,149.12        ,149.84        ,1             
01E002992787     ,2/7/22 02:00          ,142.32        ,142.72        ,1             
01E002992787     ,2/7/22 02:15          ,143.44        ,144.08        ,1             
01E002992787     ,2/7/22 02:30          ,145.2         ,145.68        ,1             
01E002992787     ,2/7/22 02:45          ,143.52        ,144           ,1             
01E002992787     ,2/7/22 03:00          ,141.2         ,141.6         ,1             
01E002992787     ,2/7/22 03:15          ,144.24        ,144.72        ,1             
01E002992787     ,2/7/22 03:30          ,142.56        ,143.04        ,1             
01E002992787     ,2/7/22 03:45          ,147.76        ,148.32        ,1             
01E002992787     ,2/7/22 04:00          ,143.68        ,144.08        ,1             
01E002992787     ,2/7/22 04:15          ,147.44        ,148.16        ,1             
01E002992787     ,2/7/22 04:30          ,150.08        ,150.72        ,1             
01E002992787     ,2/7/22 04:45          ,153.36        ,154.08        ,1             
01E002992787     ,2/7/22 05:00          ,156.48        ,157.6         ,0.99          
01E002992787     ,2/7/22 05:15          ,153.2         ,154.24        ,0.99          
01E002992787     ,2/7/22 05:30          ,154.16        ,155.28        ,0.99          
01E002992787     ,2/7/22 05:45          ,153.44        ,154.56        ,0.99          
01E002992787     ,2/7/22 06:00          ,156.08        ,157.36        ,0.99          
01E002992787     ,2/7/22 06:15          ,155.6         ,156.72        ,0.99          
01E002992787     ,2/7/22 06:30          ,166           ,167.04        ,0.99          
01E002992787     ,2/7/22 06:45          ,161.68        ,162.24        ,1             
01E002992787     ,2/7/22 07:00          ,164.32        ,165.36        ,0.99          
01E002992787     ,2/7/22 07:15          ,165.04        ,165.76        ,1             
